Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Object ID
bdm	    b1481	1556065	1556280	biofilm-dependent modulation protein	G6776
topA	b1274	1331048	1333645	DNA topoisomerase I	EG11013
ydhQ	b1664	1744871	1746127	putative adhesin-related protein YdhQ	G6894
dgcT	b1025	1092876	1094234	probable diguanylate cyclase DgcT	G6532
rpoZ	b3649	3822106	3822381	RNA polymerase subunit &omega;	EG10899
ydcZ	b1447	1517882	1518331	putative inner membrane protein YdcZ	G6758
chaC	b1218	1272507	1273202	glutathione-specific &gamma;-glutamylcyclotransferase	EG12403
pdeR	b1285	1344757	1346742	cyclic di-GMP phosphodiesterase PdeR	G6639
ycfL	b1104	1162247	1162624	DUF1425 domain-containing protein YcfL	G6564
yehP	b2121	2207967	2209103	VWA domain-containing protein YehP	EG12002
pyrR	b2381	2500383	2501117	DNA-binding transcriptional dual regulator PyrR-phosphorylated // DNA-binding transcriptional activator PyrR	G7244
ybjQ	b0866	904593	904916	putative heavy metal binding protein YbjQ	G6451
dgcQ	b1956	2026323	2028017	diguanylate cyclase DgcQ	G7049
bluR	b1162	1213328	1214059	DNA-binding transcriptional repressor BluR	G6602
ybdL	b0600	633586	634746	methionine transaminase	G6329
dgcN	b2604	2742383	2743609	diguanylate cyclase DgcN	EG12880
rpoA	b3295	3440040	3441029	RNA polymerase subunit &alpha;	EG10893
ykgH	b0310	324696	325364	uncharacterized protein YkgH	G6180
cheY	b1882	1967048	1967437	CheY-acetylated // CheY-P<sup>asp</sup> // chemotaxis protein CheY	EG10150
topB	b1763	1844999	1846960	DNA topoisomerase III	EG11014
spfP	b4837	4049917	4049964	small protein SpfP	G0-17114
motB	b1889	1975329	1976255	motility protein B	EG10602
dgcM	b1341	1406563	1407795	diguanylate cyclase DgcM	G6673
ypeD	b4819	2512687	2512776	protein YpeD	G0-17094
yfiR	b2603	2741875	2742393	DUF4154 domain-containing protein YfiR	G7354
umuD	b1183	1230767	1231186	DNA polymerase V protein UmuD	EG11057
naRNA2		    4326205	4326281	naRNA2	G0-16695
dgcZ	b1535	1622960	1623850	diguanylate cyclase DgcZ	EG11643
rpoB	b3987	4181245	4185273	RNA polymerase subunit &beta;	EG10894
pmrR	b4703	4332116	4332205	small regulatory membrane protein PmrR	G0-10707
casA	b2760	2882630	2884138	type I-E CRISPR system Cascade subunit CasA	G7430
yegW	b2101	2182035	2182781	putative DNA-binding transcriptional regulator YegW	G7133
yidD	b4557	3884816	3885073	membrane protein insertion efficiency factor	G0-10470
casD	b2757	2880374	2881048	type I-E CRISPR system Cascade subunit CasD	G7427
nusB	b0416	435137	435556	transcription antitermination protein NusB	EG10666
ycfJ	b1110	1167599	1168138	PF05433 family protein YcfJ	EG12444
chpS	b4224	4448447	4448698	ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system	EG11250
crl	    b0240			RNA polymerase holoenzyme assembly factor Crl	EG11092
yhjY	b3548	3712236	3712934	putative outer membrane protein YhjY	EG12269
mppA	b1329	1393227	1394840	murein tripeptide ABC transporter periplasmic binding protein	G6665
rbfA	b3167	3312777	3313178	30S ribosome binding factor	EG11178
yohC	b2135	2225044	2225631	putative inner membrane protein	EG12016
oppF	b1247	1305764	1306768	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF	EG10678
yqgF	b2949	3093500	3093916	ribonuclease H-like domain-containing nuclease	G7525
tsuB	b2012	2084226	2084453	putative thiosulfate sulfurtransferase	EG11894
yoeB	b4539	2089211	2089465	ribosome-dependent mRNA interferase toxin YoeB	G0-9121
truC	b2791	2923002	2923784	tRNA pseudouridine<sup>65</sup> synthase	G7449
yidX	b3696	3875438	3876094	putative lipoprotein YidX	EG11719
oppB	b1244	1302899	1303819	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB	EG10675
rluE	b1135	1194298	1194951	23S rRNA pseudouridine<sup>2457</sup> synthase	G6581
yjiK	b4333	4562743	4563603	PF06977 family protein YjiK	G7930
yefM	b2017	2089462	2089713	YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor	EG12844
rsmJ	b3497	3642380	3643132	16S rRNA m<sup>2</sup>G1516 methyltransferase	EG12233
ybfB	b0702	733776	734102	uncharacterized protein YbfB	EG11522
casC	b2758	2881051	2882142	type I-E CRISPR system Cascade subunit CasC	G7428
rlmE	b3179	3327035	3327664	23S rRNA 2'-<i>O</i>-ribose U2552 methyltransferase	EG11507
yjdF	b4121	4344929	4345558	DUF2238 domain-containing inner membrane protein YjdF	G7825
yggE	b2922	3067340	3068080	DUF541 domain-containing protein YggE	EG11244
tgt 	b0406	426137	427264	tRNA-guanine transglycosylase	EG10996
yghA	b3003	3149662	3150546	NADP<sup>+</sup>-dependent aldehyde reductase	EG11292
oppC	b1245	1303834	1304742	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC	EG10676
tapT	b2583	2719223	2719921	tRNA 3-amino-3-carboxypropyltransferase	G7349
zapG	b3233	3380191	3380589	Z-ring associated protein G	G7681
cas2	b2754	2878569	2878853	CRISPR-associated endoribonuclease Cas2	EG12845
rlmC	b0859	898518	899645	23S rRNA m<sup>5</sup>U747 methyltransferase	G6449
ygiD	b3039	3181619	3182434	4,5-DOPA dioxygenase extradiol	EG11166
pspG	b4050	4262840	4263082	phage shock protein G	EG11933
gluQ	b0144	159186	160112	glutamyl-Q tRNA<sup>Asp</sup> synthetase	EG11362
yqhH	b3014	3158627	3158884	lipoprotein YqhH	G7567
casB	b2759	2882155	2882637	type I-E CRISPR system Cascade subunit CasB	G7429
rnpA	b3704	3884493	3884852	RNase P protein component	EG10862
ytjB	b4387	4624145	4624789	probable inner membrane protein Smp	EG10951
hdeA	b3510	3656408	3656740	periplasmic acid stress chaperone HdeA	EG11398
queG	b4166	4392928	4394067	epoxyqueuosine reductase	G7843
ygcP	b2768	2894196	2894771	putative anti-terminator regulatory protein	G7434
casE	b2756	2879788	2880387	pre-CRISPR RNA endonuclease	G7426
tmcA	b2474	2593844	2595859	tRNA<sup>Met</sup> cytidine acetyltransferase	G7297
yfeX	b2431	2549646	2550545	porphyrinogen peroxidase	G7266
oppD	b1246	1304754	1305767	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD	EG10677
queC	b0444	464852	465547	7-cyano-7-deazaguanine synthase	G6245
yeeN	b1983	2056858	2057574	putative transcriptional regulator YeeN	G7068
mazE	b2783	2911091	2911339	antitoxin of the MazF-MazE toxin-antitoxin system MazE	EG10571
rsuA	b2183	2279788	2280483	16S rRNA pseudouridine<sup>516</sup> synthase	EG12044
yeaR	b1797	1879589	1879948	DUF1971 domain-containing protein YeaR	G6983
cas3	b2761	2884553	2887219	CRISPR-associated endonuclease/helicase Cas3	EG12634
pcnB	b0143	157729	159126	poly(A) polymerase I	EG10690
slyB	b1641	1719876	1720343	outer membrane lipoprotein SlyB	G6881
tisB	b4618	3853553	3853642	membrane-depolarizing toxin TisB	G0-9962
tusC	b3344	3474973	3475332	sulfurtransferase complex subunit TusC	G7713
uspF	b1376	1435185	1435619	universal stress protein F	G6699
ymfM	b1148	1203822	1204160	e14 prophage; cell division inhibitor YmfM	G6592
rluF	b4022	4230354	4231226	23S rRNA pseudouridine<sup>2604</sup> and tRNA<sup>Tyr</sup> pseudouridine<sup>35</sup> synthase	EG11921
ycdX	b1034	1098879	1099616	zinc-binding phosphatase YcdX	G6540
ydjM	b1728	1810211	1810801	inner membrane protein YdjM	G6933
truB	b3166	3311833	3312777	tRNA pseudouridine<sup>55</sup> synthase	EG11177
ybiW	b0823	860174	862606	putative pyruvate formate lyase	G6426
rpnB	b2305	2422649	2423539	recombination-promoting nuclease RpnB	G7197
truA	b2318	2434824	2435636	tRNA pseudouridine<sup>38-40</sup> synthase	EG10454
ylbF	b0520	549627	550442	DUF2877 domain-containing protein YlbF	G6289
rpnD	b4584	4568998	4569918	putative inactive recombination-promoting nuclease-like protein RpnD	G7934
rsmI	b3146	3292475	3293335	16S rRNA 2'-<i>O</i>-ribose C1402 methyltransferase	G7641
dpaA	b0224	245065	245805	peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A	G6108
rpnC	b0132	146968	147870	recombination-promoting nuclease RpnC	EG11748
rluB	b1269	1326852	1327727	23S rRNA pseudouridine<sup>2605</sup> synthase	EG12433
kilS	b4833	1418405	1418502	Rac prophage; small RNA KilS	G0-17108
uspD	b3923	4113293	4113721	universal stress protein D	EG11877
trmB	b2960	3102133	3102852	tRNA m<sup>7</sup>G46 methyltransferase	EG11779
ymgN	b4816	1227368	1227427	protein YmgN	G0-17091
loiP	b2936	3081913	3082671	metalloprotease LoiP	EG11291
rsmH	b0082	90094	91035	16S rRNA m<sup>4</sup>C1402 methyltransferase	EG11085
rseD	b4725	2710009	2710164	<i>rpoE</i> leader peptide	G0-16690
acrZ	b0762	794773	794922	multidrug efflux pump accessory protein AcrZ	G6396
rsmD	b3465	3604393	3604989	16S rRNA m<sup>2</sup>G966 methyltransferase	EG10343
arrS	b4704	3657985	3658054	small regulatory RNA ArrS	G0-10694
ybaB	b0471	494076	494405	putative nucleoid-associated protein YbaB	EG11100
queF	b2794	2925348	2926196	7-cyano-7-deazaguanine reductase	G7452
ybfQ	b4514	736445	736699	inactive transposase YbfQ	G0-10440
tabA	b4252	4474862	4475314	DUF386 domain-containing toxin-antitoxin biofilm protein TabA	G7883
ttcA	b1344	1411013	1411948	tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA	G6675
yecE	b1868	1951395	1952213	DUF72 domain-containing protein YecE	EG12379
uspC	b1895	1979753	1980181	universal stress protein C	G7031
yfiC	b2575	2712027	2712764	tRNA m<sup>6</sup>A37 methyltransferase	EG11538
yhjG	b3524	3676290	3678350	AsmA family protein YhjG	EG12251
ybjN	b0853	892957	893433	protein YbjN	G6447
truD	b2745	2870255	2871304	tRNA pseudouridine<sup>13</sup> synthase	G7422
yehI	b2118	2200279	2203911	DUF4132 domain-containing protein YehI	EG11995
uspE	b1333	1397672	1398622	universal stress protein E	EG11246
rlmL	b0948	1007844	1009952	fused 23S rRNA m<sup>2</sup>G2445 methyltransferase and 23S rRNA m<sup>7</sup>G2069 methyltransferase	G6488
yiiF	b3890	4079751	4079969	protein YiiF	EG11855
mreB	b3251	3400044	3401087	dynamic cytoskeletal protein MreB	EG10608
rlmA	b1822	1906251	1907060	23S rRNA m<sup>1</sup>G745 methyltransferase	EG12207
yicN	b3663	3841950	3842402	DUF1198 domain-containing protein YicN	EG11690
yqcG	b4682	2905557	2905697	cell envelope stress response protein YqcG	G0-10655
tadA	b2559	2697354	2697857	tRNA adenosine<sup>34</sup> deaminase	EG11372
yjgN	b4257	4479730	4480926	inner membrane protein YjgN	G7887
zinT	b1973	2041375	2042025	metal-binding protein ZinT	G7061
rlmB	b4180	4409275	4410006	23S rRNA 2'-<i>O</i>-ribose G2251 methyltransferase	G7845
mliC	b1639	1718066	1718395	inhibitor of c-type lysozyme, putative lipoprotein	EG11488
uspB	b3494	3639385	3639720	universal stress protein B	EG12231
iscS	b2530	2660317	2661531	cysteine desulfurase IscS	G7325
yhhW	b3439	3578950	3579645	quercetin 2,3-dioxygenase	G7756
dosP	b1489	1563334	1565733	oxygen-sensing c-di-GMP phosphodiesterase DosP	G6783
miaB	b0661	693531	694955	isopentenyl-adenosine A37 tRNA methylthiolase	G6364
nfsA	b0851	891184	891906	NADPH-dependent nitro/quinone reductase NfsA	EG11261
bhsA	b1112	1169073	1169330	DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA	G6570
rluD	b2594	2735031	2736011	23S rRNA pseudouridine<sup>1911/1915/1917</sup> synthase	EG12098
yhbS	b3156	3300255	3300758	putative <i>N</i>-acetyltransferase YhbS	G7650
uspG	b0607	641439	641867	universal stress protein G	G6334
dusB	b3260	3410280	3411245	tRNA-dihydrouridine synthase B	EG11311
ygeA	b2840	2979943	2980635	amino acid racemase YgeA	EG11157
igaA	b3398	3526469	3528604	inner membrane protein IgaA	G7741
queA	b0405	425011	426081	tRNA preQ134 S-adenosylmethionine ribosyltransferase-isomerase	EG10812
yghD	b2968	3110590	3111126	putative type II secretion system M-type protein YghD	G7535
blr	    b4409	1704551	1704676	&beta;-lactam resistance protein	G0-9561
tusD	b3345	3475332	3475718	sulfurtransferase complex subunit TusD	G7714
rhsB	b3482	3619192	3623427	rhs element protein RhsB	EG10847
pdeF	b2503	2626695	2628938	cyclic di-GMP phosphodiesterase PdeF	G7314
dusA	b4049	4261669	4262706	tRNA-dihydrouridine synthase A	EG11932
ygbJ	b2736	2861430	2862338	putative L-threonate dehydrogenase	G7417
ybaM	b0466	490110	490271	DUF2496 domain-containing protein YbaM	EG12830
rlmD	b2785	2913699	2915000	23S rRNA m<sup>5</sup>U1939 methyltransferase	EG11247
oxc	    b2373	2490256	2491950	oxalyl-CoA decarboxylase	G7236
rsmA	b0051	51609	52430	16S rRNA (A<sup>1518</sup>/A<sup>1519</sup>-<em>N</em><sup>6</sup>-dimethyltransferase	EG10523
yedP	b1955	2025511	2026326	putative mannosyl-3-phosphoglycerate phosphatase	G7048
tsaC	b3282	3430843	3431415	L-threonylcarbamoyladenylate synthase	G7698
yeaH	b1784	1868955	1870238	DUF444 domain-containing protein YeaH	G6970
rsmF	b1835	1920223	1921662	16S rRNA m<sup>5</sup>C1407 methyltransferase	G7008
ydgA	b1614	1689852	1691360	DUF945 domain-containing protein YdgA	G6865
rluA	b0058	59687	60346	23S rRNA pseudouridine<sup>746</sup> and tRNA pseudouridine<sup>32</sup> synthase	EG12609
ycjR	b1314	1376034	1376822	3-dehydro-D-guloside 4-epimerase	G6652
rlmM	b2806	2940143	2941243	23S rRNA 2'-<i>O</i>-ribose C2498 methyltransferase	EG11794
gfcC	b0985	1047945	1048691	capsule biosynthesis GfcC family protein	G6506
rluC	b1086	1144940	1145899	23S rRNA pseudouridine<sup>955/2504/2580</sup> synthase	EG11118
ybiX	b0804	838530	839207	PKHD-type hydroxylase YbiX	G6413
mnmG	b3741	3923744	3925633	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	EG10375
ybbJ	b0488	514401	514859	NfeD-like family protein YbbJ	G6264
tcdA	b2812	2945036	2945842	tRNA threonylcarbamoyladenosine dehydratase	G7456
yaaW	b0011	10643	11356	putative enzyme-specific chaperone YaaW	G6082
hrpA	b1413	1483061	1486963	ATP-dependent 3'&rarr;5' RNA helicase HrpA	G6732
aceK-int	b4830	4218879	4218963	small RNA AceK-int	G0-17105
rsmE	b2946	3091134	3091865	16S rRNA m<sup>3</sup>U1498 methyltransferase	EG12366
narS	b4813	1279337	1279520	putative small regulatory RNA NarS	G0-17088
tsaE	b4168	4395585	4396046	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaE subunit	EG11757
ytiD	b4721	4556654	4556797	protein YtiD	G0-16687
trmA	b3965	4162170	4163270	tRNA m<sup>5</sup>U54 methyltransferase	EG11022
yrbN	b4685	3307853	3307933	uncharacterized protein YrbN	G0-10651
queD	b2765	2892214	2892579	6-carboxy-5,6,7,8-tetrahydropterin synthase	G7431
yajI	b0412	432312	432851	putative lipoprotein YajI	EG12874
rlmI	b0967	1028779	1029969	23S rRNA m<sup>5</sup>C1962 methyltransferase	G6501
hipH	b4385	4621769	4623100	toxin YjjJ phosphorylated // serine/threonine-protein kinase toxin HipH	EG12342
tusA	b3470	3608751	3608996	sulfur transfer protein TusA	EG12216
yhiI	b3487	3629535	3630602	putative membrane fusion protein YhiI	EG12224
trmO	b0195	218887	219594	tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase	EG11503
yjcO	b4078	4296436	4297125	Sel1 repeat-containing protein YjcO	EG11951
trmH	b3651	3824515	3825204	tRNA (Gm18) 2'-O-methyltransferase	EG10967
yihF	b3861	4044199	4045629	DUF945 domain-containing protein YihF	EG11832
rsmC	b4371	4606669	4607700	16S rRNA m<sup>2</sup>G1207 methyltransferase	G7950
ydeJ	b1537	1624773	1625291	PF02464 family protein YdeJ	EG11645
trmJ	b2532	2662583	2663323	tRNA Cm32/Um32 methyltransferase	G7327
yjfP	b4190	4416952	4417701	carboxylesterase	G7853
rlmF	b0807	842332	843258	23S rRNA m<sup>6</sup>A1618 methyltransferase	G6416
yigG	b3818	4002813	4003193	inner membrane protein	EG11465
rsmB	b3289	3435207	3436496	16S rRNA m<sup>5</sup>C967 methyltransferase	EG12163
yhfX	b3381	3509813	3510976	putative PLP-binding protein YhfX	G7733
mnmA	b1133	1192667	1193773	tRNA-specific 2-thiouridylase	EG11344
yjjA	b4360	4599695	4600189	DUF2501 domain-containing protein YjjA	EG11214
rnd	    b1804	1886864	1887991	RNase D	EG10858
yhaK	b3106	3254319	3255020	bicupin-related protein	G7620
rtcA	b4475	3555833	3556849	RNA 3'-terminal phosphate cyclase	G7750
yebC	b1864	1947411	1948151	putative transcriptional regulator YebC	EG11137
mnmC	b2324	2441764	2443770	fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase	G7199
yggP	b4465	3076179	3077456	putative zinc-binding dehydrogenase YggP	G7520
thiI	b0423	441549	442997	tRNA uridine 4-sulfurtransferase	G6238
hemX	b3803	3987885	3989066	PF04375 family protein HemX	EG10433
dusC	b2140	2229438	2230385	tRNA-dihydrouridine<sup>16</sup> synthase	EG12022
ypjB	b2649	2783638	2784429	DUF5508 domain-containing protein YpjB	G7384
rlmH	b0636	668248	668715	23S rRNA m<sup>3</sup>&Psi;1915 methyltransferase	EG11254
yfcE	b2300	2419234	2419788	phosphodiesterase YfcE	G7192
miaA	b4171	4399252	4400202	tRNA dimethylallyltransferase	EG10595
yobA	b1841	1924595	1924969	copper-binding protein	G7014
tusB	b3343	3474678	3474965	sulfurtransferase complex subunit TusB	G7712
ynjI	b1762	1843831	1844871	DUF1266 domain-containing protein YnjI	G6956
tusE	b0969	1030339	1030668	sulfur transfer protein TusE	EG12876
dgcF	b1522	1610907	1611854	putative diguanylate cyclase DgcF	G6808
trmL	b3606	3781215	3781688	tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase	EG11888
ychQ	b1213	1266924	1267316	SirB family protein YchQ	G6630
tsaD	b3064	3209530	3210543	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaD subunit	EG11171
yccX	b0968	1030064	1030342	acylphosphatase	G6502
rsmG	b3740	3923057	3923680	16S rRNA m<sup>7</sup>G527 methyltransferase	EG10376
ybhH	b0769	800759	801811	putative isomerase YbhH	G6399
rlmG	b3084	3234739	3235875	23S rRNA m<sup>2</sup>G1835 methyltransferase	G7603
ybaV	b0442	463937	464308	helix-hairpin-helix 3 family protein	G6243
rlhA	b1435	1506781	1508742	23S rRNA 5-hydroxycytidine C2501 synthase	G6746
hokE	b4415	607836	607988	protein HokE	G0-9582
rlmN	b2517	2643129	2644283	23S rRNA m<sup>2</sup>A2503 methyltransferase/tRNA m<sup>2</sup>A37 methyltransferase	EG12401
fliX	b4827	2001912	2002106	small RNA FliX	G0-17102
selU	b0503	530132	531226	tRNA 2-selenouridine synthase	EG11768
ipeX	    	574367	574515	small RNA IpeX	G0-17079
trmD	b2607	2744572	2745339	tRNA m<sup>1</sup>G37 methyltransferase	EG11023
gadF	b4718	3658992	3659082	small regulatory RNA GadF	G0-16680
cca	    b3056	3201891	3203129	fused CCA tRNA nucleotidyltransferase/phosphohydrolase	EG10136
ypdK	b4680	2496921	2496992	uncharacterized membrane protein YpdK	G0-10647
gadY	b4452	3664864	3664969	small regulatory RNA GadY	G0-8914
yfaL	b2233	2340417	2344169	putative autotransporter adhesin YfaL	EG12850
ohsC	b4608	2700520	2700598	small regulatory RNA OhsC	G0-10598
hrpB	b0148	162105	164534	RNA-dependent NTPase HrpB	EG12329
sibA	b4436	2153311	2153454	small RNA SibA	G0-8884
qseG	b2555	2688793	2689506	outer membrane lipoprotein QseG	EG12139
sibE	b4611	3195097	3195240	small RNA SibE	G0-10602
pdeC	b4061	4275471	4277057	cyclic di-GMP phosphodiesterase PdeC	EG11938
sibB	b4437	2153646	2153781	small RNA SibB	G0-8885
ybfF	b0686	712038	712802	esterase	EG11776
sibD	b4447	3194721	3194865	small RNA SibD	G0-8913
hcxB	b0801	836351	837436	hydroxycarboxylate dehydrogenase B	EG11581
sibC	b4446	3056851	3056991	small regulatory RNA antitoxin SibC	G0-8886
